time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-19 00:00:00+00:00,2,1,,
2024-06-20 00:00:00+00:00,19,3,31.0,4.0
2024-06-21 00:00:00+00:00,18,2,170.0,1.0
2024-06-22 00:00:00+00:00,2,1,,
2024-06-23 00:00:00+00:00,2,1,3.0,2.0
2024-06-24 00:00:00+00:00,12,1,,
2024-06-25 00:00:00+00:00,2,1,16.0,4.0
2024-06-26 00:00:00+00:00,46,5,6.0,3.0
2024-06-27 00:00:00+00:00,7,1,89.0,5.0
2024-06-28 00:00:00+00:00,8,2,1.0,1.0
2024-06-29 00:00:00+00:00,2,1,,
2024-06-30 00:00:00+00:00,2,1,,
2024-07-01 00:00:00+00:00,9,2,88.0,5.0
2024-07-02 00:00:00+00:00,21,1,112.0,6.0
