url_path,views_total,views_unique
/TouK/recommendations-showcase-notebook/pull/4,27,3
/TouK/recommendations-showcase-notebook,24,3
/TouK/recommendations-showcase-notebook/pulls,22,2
/TouK/recommendations-showcase-notebook/blob/c508d310f974a8dc1bc3770d6f53955b3d125123/sli_rec_on_custom_dataset_on_databricks.ipynb,17,4
/TouK/recommendations-showcase-notebook/pull/4/files,15,3
/TouK/recommendations-showcase-notebook/blob/efbdfb89d08b2cbf71e54673b9798e856af92ab8/sli_rec_on_custom_dataset_on_databricks.ipynb,9,2
/TouK/recommendations-showcase-notebook/pull/6/files,6,1
/TouK/recommendations-showcase-notebook/blob/33f039d43a99fb4eb0417d058c9dcb8ebe78375c/sli_rec_on_custom_dataset_on_databricks.ipynb,5,2
/TouK/recommendations-showcase-notebook/pull/6,5,1
/TouK/recommendations-showcase-notebook/blob/main/sli_rec_with_amazonds_on_databricks.ipynb,4,2
