url_path,views_total,views_unique
/TouK/nussknacker-flink-compatibility,8,7
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main/scala/pl/touk/nussknacker/engine/management/common,3,1
/TouK/nussknacker-flink-compatibility/blob/main/commonTest/src/main/resources/logback-test.xml,2,1
/TouK/nussknacker-flink-compatibility/blob/main/commonTest/src/main/scala/pl/touk/nussknacker/engine/management/common/CommonFlinkStreamingDeploymentManagerSpec.scala,2,1
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main,2,1
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main/scala/pl/touk/nussknacker,2,1
/TouK/nussknacker-flink-compatibility/forks,1,1
/TouK/nussknacker-flink-compatibility/graphs/commit-activity,1,1
/TouK/nussknacker-flink-compatibility/issues,1,1
/TouK/nussknacker-flink-compatibility/pull/62,1,1
