url_path,views_total,views_unique
/touk/nussknacker-sample-components,8,5
/TouK/nussknacker-sample-components/blob/main/flink-components/src/test/scala/pl/touk/nussknacker/sample/FlinkSampleComponentsBaseClassTest.scala,3,1
/TouK/nussknacker-sample-components,2,2
/TouK/nussknacker-sample-components/tree/main/flink-components,2,2
/TouK/nussknacker-sample-components/tree/main/flink-components/src/test/scala/pl/touk/nussknacker/sample,2,1
/TouK/nussknacker-sample-components/blob/main/components/src/main/scala/pl/touk/nussknacker/sample/SampleComponentProvider.scala,1,1
/TouK/nussknacker-sample-components/blob/main/flink-components/src/main/resources/META-INF/services/pl.touk.nussknacker.engine.api.component.ComponentProvider,1,1
/TouK/nussknacker-sample-components/blob/main/flink-components/src/main/scala/pl/touk/nussknacker/sample/FlinkSampleComponentProvider.scala,1,1
/TouK/nussknacker-sample-components/blob/main/flink-components/src/test/scala/pl/touk/nussknacker/sample/SampleComponentProviderTest.scala,1,1
/TouK/nussknacker-sample-components/tree/main/components,1,1
