url_path,views_total,views_unique
/touk/nussknacker-sample-components,4,4
/TouK/nussknacker-sample-components/tree/main/components,3,1
/TouK/nussknacker-sample-components/tree/main/project,3,1
/TouK/nussknacker-sample-components,2,2
/TouK/nussknacker-sample-components/blob/main/build.gradle.kts,2,1
/TouK/nussknacker-sample-components/blob/main/nussknacker.version,2,1
/TouK/nussknacker-sample-components/blob/main/project/build.properties,2,1
/TouK/nussknacker-sample-components/blob/main/settings.gradle.kts,2,1
/TouK/nussknacker-sample-components/pulls,1,1
/TouK/nussknacker-sample-components/stargazers,1,1
