time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-06 00:00:00+00:00,405,6,651,41
2024-03-07 00:00:00+00:00,363,10,509,45
2024-03-08 00:00:00+00:00,187,7,280,39
2024-03-09 00:00:00+00:00,42,6,90,20
2024-03-10 00:00:00+00:00,35,12,57,25
2024-03-11 00:00:00+00:00,274,5,594,50
2024-03-12 00:00:00+00:00,310,7,400,54
2024-03-13 00:00:00+00:00,267,4,443,47
2024-03-14 00:00:00+00:00,306,5,440,31
2024-03-15 00:00:00+00:00,370,8,532,54
2024-03-16 00:00:00+00:00,14,6,46,18
2024-03-17 00:00:00+00:00,19,15,23,12
2024-03-18 00:00:00+00:00,378,9,298,32
2024-03-19 00:00:00+00:00,289,8,417,56
