time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-25 00:00:00+00:00,156,9,331,27
2023-05-26 00:00:00+00:00,217,6,401,30
2023-05-27 00:00:00+00:00,52,11,120,18
2023-05-28 00:00:00+00:00,30,8,308,26
2023-05-29 00:00:00+00:00,335,9,431,34
2023-05-30 00:00:00+00:00,139,5,233,33
2023-05-31 00:00:00+00:00,250,11,334,38
2023-06-01 00:00:00+00:00,121,14,336,33
2023-06-02 00:00:00+00:00,261,8,308,34
2023-06-03 00:00:00+00:00,49,6,120,15
2023-06-04 00:00:00+00:00,44,6,27,9
2023-06-05 00:00:00+00:00,263,9,240,38
2023-06-06 00:00:00+00:00,113,5,213,24
2023-06-07 00:00:00+00:00,80,4,201,34
