time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-22 00:00:00+00:00,330,16,320,30
2024-04-23 00:00:00+00:00,483,19,394,36
2024-04-24 00:00:00+00:00,350,15,214,48
2024-04-25 00:00:00+00:00,271,13,287,40
2024-04-26 00:00:00+00:00,382,18,349,50
2024-04-27 00:00:00+00:00,79,6,75,17
2024-04-28 00:00:00+00:00,90,15,25,11
2024-04-29 00:00:00+00:00,240,16,237,32
2024-04-30 00:00:00+00:00,189,8,266,21
2024-05-01 00:00:00+00:00,85,14,54,18
2024-05-02 00:00:00+00:00,74,2,52,16
2024-05-03 00:00:00+00:00,76,3,31,12
2024-05-04 00:00:00+00:00,81,8,27,11
2024-05-05 00:00:00+00:00,93,12,43,12
